Code,Room,CheckIn,CheckOut,Rate,LastName,FirstName,Adults,Kids
87560,'RND',2010-09-01,2010-09-02,150.0,'SABALA','MORTON',1,0
59083,'RND',2010-09-03,2010-09-10,172.5,'HARTFORD','NATHANAEL',2,0
91895,'RND',2010-09-10,2010-09-11,150.0,'BLADE','RUBEN',1,0
65416,'RND',2010-09-11,2010-09-13,127.5,'STRICK','NICHOLLE',1,0
94375,'RND',2010-09-13,2010-09-19,150.0,'WEGER','TOBY',1,0
69494,'RND',2010-09-21,2010-09-22,135.0,'MINDEN','STACEY',1,0
14845,'RND',2010-09-27,2010-09-30,150.0,'ROTCH','FLORIDA',1,1
10449,'RND',2010-09-30,2010-10-01,150.0,'KLESS','NELSON',1,0
28494,'RND',2010-10-01,2010-10-13,135.0,'DERKAS','GUS',1,0
67343,'RND',2010-10-14,2010-10-25,172.5,'ALBROUGH','OLYMPIA',2,0
63293,'RND',2010-10-25,2010-11-01,127.5,'KUTA','HERMAN',1,1
55551,'RND',2010-11-04,2010-11-08,127.5,'COOKUS','KASHA',2,0
57705,'RND',2010-11-12,2010-11-15,172.5,'ROTHMAN','GLENNIS',1,0
48532,'RND',2010-11-20,2010-11-22,135.0,'VANDEBRINK','TRESSIE',1,0
32049,'RND',2010-11-22,2010-12-04,135.0,'PANOS','LESTER',1,1
54369,'RND',2010-12-04,2010-12-06,172.5,'MULE','DIONNA',1,0
24667,'RND',2010-12-08,2010-12-09,187.5,'BAUGUESS','ERYN',1,0
68385,'RND',2010-12-10,2010-12-12,172.5,'ALBERO','ABBEY',1,0
46577,'RND',2010-12-12,2010-12-14,135.0,'MAURER','TEODORO',1,0
41783,'RND',2010-12-19,2010-12-20,187.5,'LEDOUX','LENA',1,0
30020,'RND',2010-12-21,2010-12-28,135.0,'PORTO','MARIANO',1,1
26701,'RND',2010-12-28,2010-12-30,150.0,'DEJAEGER','WELDON',2,0
69598,'RND',2010-12-30,2010-12-31,150.0,'RENIER','MARCELLUS',1,0
97512,'RND',2010-12-31,2011-01-02,150.0,'FRAILEY','JUANITA',1,0
74548,'IBS',2010-01-13,2010-01-16,172.5,'BORROMEO','EBONY',1,1
89123,'IBS',2010-01-20,2010-01-30,172.5,'GISSLER','EFRAIN',1,0
77967,'IBS',2010-01-30,2010-02-06,172.5,'MCNEELEY','ARTHUR',1,0
62333,'IBS',2010-02-06,2010-02-07,150.0,'ABATIELL','CATHRYN',2,0
72456,'IBS',2010-02-08,2010-02-10,150.0,'STARTIN','BRUNA',1,1
15733,'IBS',2010-02-11,2010-02-13,172.5,'BEALLE','RASHAD',1,0
39602,'IBS',2010-02-13,2010-02-23,150.0,'STUART','IVA',1,1
75477,'IBS',2010-02-23,2010-02-24,172.5,'JAHR','JESSIE',2,0
41754,'IBS',2010-02-24,2010-02-25,172.5,'ANA','ELLAN',1,0
12138,'IBS',2010-02-28,2010-03-05,150.0,'SHARIAT','JARRED',1,0
95260,'IBS',2010-03-07,2010-03-19,187.5,'PERRINO','DENNY',1,0
63558,'IBS',2010-03-20,2010-03-22,150.0,'KEPKE','HAROLD',1,1
53535,'IBS',2010-03-22,2010-03-25,172.5,'ALLENDE','VIRGIL',1,1
63746,'IBS',2010-03-25,2010-03-27,187.5,'SCARLES','LANDON',1,1
58881,'IBS',2010-03-27,2010-03-29,150.0,'RONFELDT','JERMAINE',1,0
16933,'IBS',2010-04-01,2010-04-03,150.0,'NORSWORTHY','AUBREY',2,0
18900,'IBS',2010-04-03,2010-04-05,172.5,'LAURY','EMILY',2,0
58762,'IBS',2010-04-05,2010-04-07,127.5,'REDEPENNING','FAITH',1,0
50223,'IBS',2010-04-12,2010-04-14,135.0,'CALLICUTT','HONG',1,0
84715,'IBS',2010-04-18,2010-04-19,150.0,'BECKUM','MISSY',1,0
55641,'IBS',2010-04-23,2010-04-25,150.0,'ISHIBASHI','CAPRICE',1,1
99268,'IBS',2010-04-30,2010-05-03,135.0,'LEEHY','NENA',1,0
14001,'IBS',2010-05-11,2010-05-12,187.5,'COSTON','LANNY',1,0
63652,'IBS',2010-05-14,2010-05-20,172.5,'COVERT','ADAM',1,1
28227,'IBS',2010-05-30,2010-06-04,172.5,'STUART','IVA',2,0
81780,'IBS',2010-06-09,2010-06-10,150.0,'ENTWISLE','THOMAS',1,0
44426,'IBS',2010-06-22,2010-06-23,150.0,'CHEESE','TRINIDAD',1,0
62816,'IBS',2010-07-07,2010-07-11,127.5,'MAEWEATHER','AUGUST',1,0
94074,'IBS',2010-07-15,2010-07-16,135.0,'TRIBBY','ADELIA',1,0
22981,'IBS',2010-07-21,2010-07-23,172.5,'KNERIEN','GRANT',1,0
72503,'IBS',2010-07-23,2010-07-30,150.0,'VELZEBOER','HAN',2,0
44428,'IBS',2010-08-04,2010-08-06,172.5,'ZAVADOSKI','CLAIR',1,0
26135,'IBS',2010-08-09,2010-08-14,150.0,'STORDAHL','NATOSHA',1,0
88795,'IBS',2010-08-18,2010-08-26,150.0,'EURICH','ANTONE',1,1
78565,'IBS',2010-08-28,2010-08-31,187.5,'WAGERS','HOUSTON',2,0
97220,'IBS',2010-08-31,2010-09-04,187.5,'WIXOM','MARCIA',1,1
37585,'IBS',2010-09-06,2010-09-08,135.0,'NOAH','DOROTHEA',2,0
67689,'IBS',2010-09-08,2010-09-11,172.5,'DELGUIDICE','DAN',2,0
53723,'IBS',2010-09-11,2010-09-12,135.0,'KVETON','FREDRICK',2,0
11996,'IBS',2010-09-14,2010-09-16,187.5,'BURBANK','ROBERT',1,0
55363,'IBS',2010-09-20,2010-09-22,135.0,'VERDINE','ANTONINA',1,0
53747,'IBS',2010-09-22,2010-09-23,135.0,'SPEARIN','TOMMY',1,1
59610,'IBS',2010-09-23,2010-09-30,150.0,'EGELSTON','EMANUEL',2,0
77319,'IBS',2010-10-09,2010-10-11,172.5,'WIDOWSKI','EUSEBIO',2,0
58148,'IBS',2010-10-11,2010-10-13,172.5,'VOLANTE','EMERY',1,0
62305,'IBS',2010-10-15,2010-10-22,150.0,'KAMROWSKI','EVITA',2,0
95100,'IBS',2010-10-27,2010-11-05,172.5,'LABAT','JEANMARIE',1,0
93407,'IBS',2010-11-05,2010-11-07,187.5,'KOLP','PAMELIA',1,0
35870,'IBS',2010-11-09,2010-11-11,135.0,'DONIGAN','GLEN',1,1
42731,'IBS',2010-11-11,2010-11-15,172.5,'HOTARD','ALYSIA',2,0
22561,'IBS',2010-11-15,2010-11-21,127.5,'VUTURO','DEVORAH',1,0
49482,'IBS',2010-11-21,2010-12-02,172.5,'ATTEBURG','ELMIRA',2,0
66331,'IBS',2010-12-02,2010-12-06,135.0,'SEVILLANO','LILLI',1,1
27490,'IBS',2010-12-06,2010-12-08,150.0,'PENDLEY','SCOTTIE',1,1
40675,'IBS',2010-12-13,2010-12-14,150.0,'HANUS','THEOLA',1,0
51097,'IBS',2010-12-18,2010-12-20,135.0,'TOODLE','NOLA',2,0
60749,'IBS',2010-12-22,2010-12-24,135.0,'DONAHER','LAKIA',1,0
58196,'IBS',2010-12-24,2010-12-30,150.0,'ZELINSKI','ARTHUR',1,0
96658,'IBS',2010-12-30,2011-01-01,187.5,'SCHLESSELMAN','NEVILLE',1,0
17265,'AOB',2010-01-01,2010-01-06,175.0,'HENLY','RUPERT',4,0
52597,'AOB',2010-01-11,2010-01-14,175.0,'CASMORE','MARINE',3,0
67200,'AOB',2010-01-16,2010-01-23,148.75,'CHET','CHARLEEN',1,2
28406,'AOB',2010-01-23,2010-01-29,175.0,'COOKUS','KASHA',2,1
10489,'AOB',2010-02-02,2010-02-05,218.75,'CARISTO','MARKITA',2,1
31993,'AOB',2010-02-08,2010-02-10,201.25,'ZIEBARTH','ADELAIDE',1,3
30937,'AOB',2010-02-14,2010-02-15,175.0,'FITZGERREL','DENNY',1,3
15870,'AOB',2010-02-15,2010-02-19,175.0,'CORIATY','BERTA',1,3
94545,'AOB',2010-03-03,2010-03-13,201.25,'SHERRANGE','AUGUST',2,0
57527,'AOB',2010-03-26,2010-03-28,201.25,'ABAJA','RHEA',2,0
93341,'AOB',2010-04-02,2010-04-08,175.0,'FROHMAN','SHAYNE',3,1
72945,'AOB',2010-04-12,2010-04-13,201.25,'KOHS','BOB',1,1
65417,'AOB',2010-04-13,2010-04-15,175.0,'ACHTER','GRETA',1,1
50207,'AOB',2010-04-20,2010-04-21,175.0,'ROSENDO','TAREN',1,0
12258,'AOB',2010-04-23,2010-04-27,175.0,'KANNEL','RODGER',1,0
58755,'AOB',2010-04-30,2010-05-01,175.0,'MALNAR','GROVER',1,0
17955,'AOB',2010-05-05,2010-05-09,201.25,'PANARELLO','TODD',2,0
75853,'AOB',2010-05-10,2010-05-12,175.0,'MELOT','JENNA',4,0
58972,'AOB',2010-05-17,2010-05-19,157.5,'BERS','BRENDA',2,1
48113,'AOB',2010-05-24,2010-05-25,175.0,'BABU','SARAI',2,0
17344,'AOB',2010-05-25,2010-05-26,218.75,'GALOW','RICKEY',1,1
33806,'AOB',2010-05-27,2010-05-28,175.0,'OXFORD','KATRICE',1,2
28455,'AOB',2010-05-29,2010-05-31,175.0,'RISHA','NORBERTO',1,1
14940,'AOB',2010-06-01,2010-06-12,175.0,'BISHOFF','ISREAL',2,0
43225,'AOB',2010-06-12,2010-06-13,157.5,'CAPRON','CASSAUNDRA',1,1
54831,'AOB',2010-06-15,2010-06-21,201.25,'BAUGUESS','ERYN',1,3
59225,'AOB',2010-06-26,2010-06-30,201.25,'DURAN','BO',1,0
18465,'AOB',2010-06-30,2010-07-07,175.0,'KRIEGH','AMADO',2,0
38013,'AOB',2010-07-08,2010-07-15,175.0,'RURY','SENA',1,1
47004,'AOB',2010-07-15,2010-07-28,175.0,'STEBNER','MAXIE',1,1
56286,'AOB',2010-07-29,2010-07-31,201.25,'BRICKEL','ROCKY',3,1
29253,'AOB',2010-07-31,2010-08-03,175.0,'HILDRED','MARTY',3,1
76149,'AOB',2010-08-07,2010-08-09,201.25,'HONEYWELL','JULIANA',2,2
24300,'AOB',2010-08-09,2010-08-15,201.25,'CANDON','PIERRE',4,0
13058,'AOB',2010-08-17,2010-08-18,157.5,'ABATIELL','CATHRYN',1,2
95605,'AOB',2010-08-18,2010-08-20,218.75,'FIGLIOLI','NANCI',1,2
17270,'AOB',2010-08-20,2010-08-23,175.0,'RELLIHAN','COURTNEY',1,0
67427,'AOB',2010-09-02,2010-09-14,175.0,'STRACK','PORTER',1,3
33748,'AOB',2010-09-14,2010-09-16,175.0,'PIGNONE','JOEL',1,3
47146,'AOB',2010-09-16,2010-09-23,201.25,'GATTSHALL','REGAN',1,0
95204,'AOB',2010-10-08,2010-10-14,157.5,'CARRUTH','SANDY',1,2
41619,'AOB',2010-10-15,2010-10-22,175.0,'MASSEY','DORIAN',4,0
80390,'AOB',2010-10-22,2010-10-31,157.5,'PHILBERT','CHRISTIE',2,2
44836,'AOB',2010-10-31,2010-11-03,148.75,'DEFRANG','DWAIN',1,0
69035,'AOB',2010-11-18,2010-11-26,218.75,'KU','MERIDETH',1,3
29287,'AOB',2010-12-01,2010-12-08,218.75,'FRYDAY','HERBERT',2,0
18834,'AOB',2010-12-08,2010-12-10,148.75,'DUCHARME','MIGUELINA',2,0
58934,'AOB',2010-12-15,2010-12-22,201.25,'RICHARD','ROBBY',1,1
82502,'AOB',2010-12-25,2010-12-26,175.0,'KRULIK','JEFFRY',1,2
36890,'AOB',2010-12-26,2010-12-28,175.0,'PHILBERT','CHRISTIE',2,1
10984,'AOB',2010-12-28,2011-01-01,201.25,'ZULLO','WILLY',2,1
80192,'MWC',2010-01-01,2010-01-03,112.5,'MUHLESTEIN','REINALDO',3,1
58266,'MWC',2010-01-08,2010-01-14,125.0,'PICKARD','HORTENCIA',1,0
53876,'MWC',2010-01-14,2010-01-15,125.0,'KEBEDE','ARON',3,0
82409,'MWC',2010-01-30,2010-02-01,125.0,'QUARTO','VANDA',4,0
39640,'MWC',2010-02-01,2010-02-05,143.75,'HERZING','DELPHIA',2,1
31371,'MWC',2010-02-05,2010-02-06,125.0,'TARZIA','KAYLEE',2,0
31508,'MWC',2010-02-10,2010-02-14,112.5,'FULK','GENE',4,0
37985,'MWC',2010-02-15,2010-02-18,112.5,'PEDERSON','DOTTIE',1,1
54966,'MWC',2010-02-23,2010-02-24,125.0,'MAZUREK','LEIGHANN',1,0
64987,'MWC',2010-02-28,2010-03-05,125.0,'BRESSE','BURTON',1,0
40678,'MWC',2010-03-22,2010-03-29,112.5,'KENNETT','QUEEN',3,0
36356,'MWC',2010-03-29,2010-04-04,125.0,'SPECTOR','FRITZ',2,1
35180,'MWC',2010-04-07,2010-04-08,125.0,'POWNELL','BRIDGET',1,0
96909,'MWC',2010-04-09,2010-04-15,125.0,'WILLIBRAND','HEATHER',3,0
79056,'MWC',2010-04-19,2010-04-25,125.0,'GANZER','HYMAN',2,0
90108,'MWC',2010-04-30,2010-05-01,156.25,'FANZO','TERRY',1,0
30479,'MWC',2010-05-01,2010-05-10,143.75,'QUISPE','MARGARITO',1,1
60169,'MWC',2010-05-10,2010-05-16,125.0,'ROSATI','LORENA',1,3
91415,'MWC',2010-05-16,2010-05-18,112.5,'LEHRFELD','CHERLY',3,0
87943,'MWC',2010-05-21,2010-05-28,125.0,'LUTFY','LIZETTE',2,0
14273,'MWC',2010-05-28,2010-05-30,125.0,'STARE','ELIJAH',1,0
25134,'MWC',2010-05-31,2010-06-02,143.75,'HARDYMAN','CLAYTON',1,1
34244,'MWC',2010-06-04,2010-06-06,112.5,'SPIKE','ROSENDA',4,0
84244,'MWC',2010-06-06,2010-06-07,125.0,'TALAT','MEAGHAN',2,1
64456,'MWC',2010-06-07,2010-06-09,125.0,'MCCLENNINGHAM','BRADLY',1,2
86375,'MWC',2010-06-12,2010-06-22,156.25,'RANAUDO','SELINA',1,0
84120,'MWC',2010-06-29,2010-07-05,143.75,'LOTTO','MYRA',3,1
72817,'MWC',2010-07-08,2010-07-09,143.75,'FINEFROCK','ALEXIS',1,2
16136,'MWC',2010-07-09,2010-07-12,143.75,'FERENCE','MORGAN',1,0
44378,'MWC',2010-07-12,2010-07-13,125.0,'COTMAN','JOLYNN',1,3
54323,'MWC',2010-07-13,2010-07-14,106.25,'LUNNEY','YVETTE',3,0
18311,'MWC',2010-07-27,2010-07-31,125.0,'LUEDKE','BRYNN',1,1
65909,'MWC',2010-07-31,2010-08-01,112.5,'BENDICKSON','NEWTON',2,0
70287,'MWC',2010-08-02,2010-08-11,143.75,'MAEDA','DUSTY',1,0
92348,'MWC',2010-08-11,2010-08-17,125.0,'BARTHELL','RICARDA',1,0
53295,'MWC',2010-08-17,2010-08-22,106.25,'HANUS','THEOLA',2,1
97375,'MWC',2010-08-26,2010-08-27,112.5,'DONNELLEY','GARNET',3,0
79219,'MWC',2010-08-27,2010-08-30,125.0,'KLAASS','HYON',3,1
69840,'MWC',2010-08-30,2010-09-03,112.5,'KNERIEN','GRANT',2,1
95620,'MWC',2010-09-07,2010-09-10,112.5,'ZAHLER','GORDON',1,0
35136,'MWC',2010-09-10,2010-09-12,112.5,'MALCHOW','RAMIRO',1,0
67464,'MWC',2010-09-27,2010-09-30,112.5,'KVETON','FREDRICK',1,1
38677,'MWC',2010-10-05,2010-10-11,156.25,'HORELICK','BYRON',2,0
32116,'MWC',2010-10-15,2010-10-17,143.75,'RUSSO','MELODY',1,1
21848,'MWC',2010-10-17,2010-10-18,112.5,'CLOFFI','CHAROLETTE',1,0
73473,'MWC',2010-10-18,2010-10-27,125.0,'ROTCHFORD','DWIGHT',3,0
98441,'MWC',2010-10-30,2010-11-07,106.25,'RAMPLEY','HERMA',4,0
54781,'MWC',2010-11-07,2010-11-11,125.0,'KUTA','HERMAN',1,2
93587,'MWC',2010-11-11,2010-11-12,112.5,'ZELAYA','PRINCE',3,1
33271,'MWC',2010-11-29,2010-12-02,143.75,'YONKERS','RHETT',2,2
40043,'MWC',2010-12-04,2010-12-14,125.0,'LANSBERRY','JESUSITA',3,1
33155,'MWC',2010-12-14,2010-12-16,143.75,'FOLGER','ELOISA',1,0
88588,'MWC',2010-12-16,2010-12-17,125.0,'RELFORD','MARYBELLE',2,0
57015,'MWC',2010-12-19,2010-12-20,106.25,'BUSTER','TOM',1,0
87890,'MWC',2010-12-20,2010-12-22,143.75,'HELKE','ISAAC',1,0
66189,'MWC',2010-12-30,2011-01-04,143.75,'FROEHNER','LATRISHA',3,0
76801,'HBB',2010-01-06,2010-01-18,125.0,'CRACE','HERB',1,1
24408,'HBB',2010-01-18,2010-01-19,100.0,'RADIN','RUSTY',1,0
21980,'HBB',2010-02-05,2010-02-08,115.0,'SIDDELL','MACY',1,1
87260,'HBB',2010-02-13,2010-02-15,90.0,'REPKE','CHAE',1,1
78241,'HBB',2010-02-20,2010-02-28,85.0,'CHAMBLEE','ALTHA',2,0
64657,'HBB',2010-03-01,2010-03-06,115.0,'VIPPERMAN','PABLO',2,0
25558,'HBB',2010-03-17,2010-03-19,125.0,'SHOULDER','FLORENTINO',1,1
82874,'HBB',2010-03-30,2010-04-09,125.0,'ATTEBURG','ELMIRA',1,1
89780,'HBB',2010-04-09,2010-04-11,100.0,'WAHR','CLINT',1,0
63523,'HBB',2010-04-15,2010-04-16,115.0,'RATTANA','WINFRED',1,0
30723,'HBB',2010-04-16,2010-04-23,125.0,'MASSER','TROY',2,0
88884,'HBB',2010-04-27,2010-04-30,85.0,'KIRAKOSYAN','KAREEM',1,1
18019,'HBB',2010-05-03,2010-05-05,115.0,'ARNDELL','JEFFEREY',1,1
77379,'HBB',2010-05-06,2010-05-08,115.0,'TORNQUIST','JESS',1,0
45157,'HBB',2010-05-11,2010-05-18,115.0,'WICKLIN','WYNELL',2,0
77574,'HBB',2010-05-22,2010-06-03,90.0,'CASMORE','MARINE',1,1
69945,'HBB',2010-06-07,2010-06-09,115.0,'FLEURILUS','KATTIE',1,0
73154,'HBB',2010-06-14,2010-06-19,115.0,'SAILORS','SANDA',1,0
97000,'HBB',2010-06-20,2010-06-26,125.0,'OCHS','ANGLA',1,0
34855,'HBB',2010-07-01,2010-07-04,100.0,'YURICK','SHARA',2,0
86394,'HBB',2010-07-07,2010-07-09,100.0,'WESTLING','DACIA',2,0
49467,'HBB',2010-07-09,2010-07-16,115.0,'SUSMILCH','RAYMUNDO',1,0
65206,'HBB',2010-07-16,2010-07-21,100.0,'HIRONS','RANDAL',1,1
12686,'HBB',2010-07-22,2010-07-25,85.0,'GROWNEY','MELVIN',2,0
92608,'HBB',2010-07-30,2010-08-01,125.0,'PENCEK','SILVIA',1,0
71443,'HBB',2010-08-02,2010-08-05,100.0,'KLIMAVICIUS','ULRIKE',1,0
52799,'HBB',2010-08-05,2010-08-07,85.0,'WANDREI','ISSAC',1,0
41880,'HBB',2010-08-07,2010-08-09,100.0,'PLAKE','KARMEN',1,0
25262,'HBB',2010-08-09,2010-08-11,115.0,'YAPLE','CLAUDIE',1,0
10500,'HBB',2010-08-11,2010-08-12,90.0,'YESSIOS','ANNIS',1,0
97585,'HBB',2010-08-15,2010-08-16,85.0,'PARISER','ELIJAH',1,0
84334,'HBB',2010-08-19,2010-08-25,125.0,'NEUBECKER','GARY',2,0
28589,'HBB',2010-08-25,2010-08-26,115.0,'RIMAR','KEELY',2,0
62874,'HBB',2010-08-26,2010-08-27,100.0,'SKIBA','MITCHELL',1,1
46665,'HBB',2010-08-31,2010-09-09,100.0,'MABRA','MARGET',1,0
40241,'HBB',2010-09-13,2010-09-15,85.0,'CORSARO','SHELLA',1,1
48604,'HBB',2010-09-16,2010-09-22,115.0,'GARCES','CRISTIE',1,1
48665,'HBB',2010-09-26,2010-09-28,90.0,'STOUDYMIRE','COLUMBUS',1,1
20572,'HBB',2010-09-28,2010-09-29,115.0,'SANDLER','JENISE',2,0
97269,'HBB',2010-10-04,2010-10-05,115.0,'MELVE','PHIL',1,1
25616,'HBB',2010-10-05,2010-10-06,100.0,'KOSANOVIC','EWA',1,0
87713,'HBB',2010-10-08,2010-10-10,90.0,'TANKER','JONE',1,0
44040,'HBB',2010-10-15,2010-10-16,90.0,'ZELAYA','PRINCE',1,0
21202,'HBB',2010-10-21,2010-10-23,125.0,'CASAGRANDA','BRAIN',2,0
10105,'HBB',2010-10-23,2010-10-25,100.0,'SELBIG','CONRAD',1,0
19194,'HBB',2010-10-29,2010-11-05,125.0,'WORKINGER','CLIFTON',1,0
35959,'HBB',2010-11-07,2010-11-09,100.0,'BRAND','TROY',1,0
74141,'HBB',2010-11-14,2010-11-16,100.0,'BRODOWSKI','RODERICK',1,0
56737,'HBB',2010-11-17,2010-11-18,100.0,'PETTINE','NUMBERS',2,0
80302,'HBB',2010-11-22,2010-11-24,115.0,'KLEIMAN','MAURICIO',1,0
55862,'HBB',2010-11-28,2010-12-05,85.0,'BIERWAGEN','MARK',1,1
63078,'HBB',2010-12-05,2010-12-06,90.0,'WHITTEN','MITZI',1,0
63043,'HBB',2010-12-06,2010-12-07,85.0,'CIERPKE','DOT',1,1
73785,'HBB',2010-12-07,2010-12-09,100.0,'ROGGE','MEREDITH',2,0
93165,'HBB',2010-12-10,2010-12-14,90.0,'LEDOUX','LENA',1,0
58668,'HBB',2010-12-14,2010-12-19,125.0,'COASTER','MERLE',1,1
17672,'HBB',2010-12-21,2010-12-22,90.0,'DECHELLIS','AARON',1,0
84695,'HBB',2010-12-22,2010-12-23,90.0,'BRAND','TROY',2,0
38636,'HBB',2010-12-29,2010-12-31,115.0,'FORESTA','JORDON',1,0
43157,'HBB',2010-12-31,2011-01-06,100.0,'STURN','NEVADA',2,0
96005,'IBD',2010-01-01,2010-01-07,150.0,'BUTALA','YEVETTE',3,0
67066,'IBD',2010-01-07,2010-01-11,135.0,'EDHOLM','ALFRED',3,1
14226,'IBD',2010-01-11,2010-01-12,150.0,'SCHOENHUT','VERNICE',2,1
62078,'IBD',2010-01-12,2010-01-25,172.5,'BRODOWSKI','RODERICK',1,0
43303,'IBD',2010-01-27,2010-01-28,150.0,'MENINO','STEVEN',1,1
14678,'IBD',2010-01-28,2010-01-30,150.0,'SATERFIELD','FRANCISCO',3,1
30363,'IBD',2010-01-30,2010-02-09,172.5,'JAHALY','DELORSE',3,0
80613,'IBD',2010-02-09,2010-02-12,135.0,'CREDIT','JANESSA',1,3
98216,'IBD',2010-02-18,2010-02-25,150.0,'RAMSDEN','BILLIE',1,0
43654,'IBD',2010-02-27,2010-02-28,172.5,'BORROMEO','EBONY',2,1
56509,'IBD',2010-03-08,2010-03-10,150.0,'VONDRA','HUMBERTO',3,0
95519,'IBD',2010-03-21,2010-03-23,172.5,'ZINDEL','CHUNG',2,2
57275,'IBD',2010-03-28,2010-04-02,150.0,'MABRA','MARGET',3,0
66089,'IBD',2010-04-06,2010-04-07,135.0,'WINNEN','TYLER',2,1
70741,'IBD',2010-04-09,2010-04-14,150.0,'EERKES','CODY',3,0
20107,'IBD',2010-04-14,2010-04-16,135.0,'ARBUCKLE','LORENA',2,1
13136,'IBD',2010-04-16,2010-04-17,187.5,'FEYLER','EMILIA',1,0
33427,'IBD',2010-04-17,2010-04-21,135.0,'BEALLE','RASHAD',1,0
80989,'IBD',2010-04-24,2010-05-06,150.0,'TIPPIN','ASUNCION',1,0
97996,'IBD',2010-05-06,2010-05-07,135.0,'LUCIDO','AHMAD',1,1
55870,'IBD',2010-05-08,2010-05-13,135.0,'BELONGIE','BIBI',1,3
11645,'IBD',2010-05-13,2010-05-19,135.0,'SWAIT','DAN',2,1
19394,'IBD',2010-05-23,2010-05-25,150.0,'HARPE','GERMAN',1,2
99845,'IBD',2010-05-27,2010-05-28,150.0,'SEVILLANO','LILLI',3,0
32933,'IBD',2010-06-05,2010-06-06,135.0,'MURASSO','JAMIE',2,1
83021,'IBD',2010-06-06,2010-06-07,172.5,'KLAVETTER','DOUGLASS',1,3
65153,'IBD',2010-06-12,2010-06-14,150.0,'VEGHER','ANGELA',1,2
96983,'IBD',2010-06-18,2010-06-23,127.5,'CLOWERD','ARNULFO',2,1
86560,'IBD',2010-06-23,2010-06-24,187.5,'SHUTTERS','CLARINDA',3,1
87086,'IBD',2010-06-28,2010-07-07,150.0,'WAGERS','HOUSTON',1,0
98882,'IBD',2010-07-07,2010-07-14,127.5,'GOON','JONE',1,0
27983,'IBD',2010-07-22,2010-07-24,135.0,'SWARTWOOD','JENI',3,1
37425,'IBD',2010-07-26,2010-07-28,150.0,'FIERECK','ALBERTA',4,0
17222,'IBD',2010-07-28,2010-08-07,150.0,'BOHMAN','LAYNE',1,3
