Code,Room,CheckIn,CheckOut,Rate,LastName,FirstName,Adults,Kids
88795,'IBS','18-AUG-10','26-AUG-10',150.00,'EURICH','ANTONE',1,1
78565,'IBS','28-AUG-10','31-AUG-10',187.50,'WAGERS','HOUSTON',2,0
97220,'IBS','31-AUG-10','04-SEP-10',187.50,'WIXOM','MARCIA',1,1
37585,'IBS','06-SEP-10','08-SEP-10',135.00,'NOAH','DOROTHEA',2,0
67689,'IBS','08-SEP-10','11-SEP-10',172.50,'DELGUIDICE','DAN',2,0
53723,'IBS','11-SEP-10','12-SEP-10',135.00,'KVETON','FREDRICK',2,0
11996,'IBS','14-SEP-10','16-SEP-10',187.50,'BURBANK','ROBERT',1,0
55363,'IBS','20-SEP-10','22-SEP-10',135.00,'VERDINE','ANTONINA',1,0
53747,'IBS','22-SEP-10','23-SEP-10',135.00,'SPEARIN','TOMMY',1,1
59610,'IBS','23-SEP-10','30-SEP-10',150.00,'EGELSTON','EMANUEL',2,0
77319,'IBS','09-OCT-10','11-OCT-10',172.50,'WIDOWSKI','EUSEBIO',2,0
58148,'IBS','11-OCT-10','13-OCT-10',172.50,'VOLANTE','EMERY',1,0
62305,'IBS','15-OCT-10','22-OCT-10',150.00,'KAMROWSKI','EVITA',2,0
95100,'IBS','27-OCT-10','05-NOV-10',172.50,'LABAT','JEANMARIE',1,0
93407,'IBS','05-NOV-10','07-NOV-10',187.50,'KOLP','PAMELIA',1,0
35870,'IBS','09-NOV-10','11-NOV-10',135.00,'DONIGAN','GLEN',1,1
42731,'IBS','11-NOV-10','15-NOV-10',172.50,'HOTARD','ALYSIA',2,0
22561,'IBS','15-NOV-10','21-NOV-10',127.50,'VUTURO','DEVORAH',1,0
49482,'IBS','21-NOV-10','02-DEC-10',172.50,'ATTEBURG','ELMIRA',2,0
66331,'IBS','02-DEC-10','06-DEC-10',135.00,'SEVILLANO','LILLI',1,1
27490,'IBS','06-DEC-10','08-DEC-10',150.00,'PENDLEY','SCOTTIE',1,1
40675,'IBS','13-DEC-10','14-DEC-10',150.00,'HANUS','THEOLA',1,0
51097,'IBS','18-DEC-10','20-DEC-10',135.00,'TOODLE','NOLA',2,0
60749,'IBS','22-DEC-10','24-DEC-10',135.00,'DONAHER','LAKIA',1,0
58196,'IBS','24-DEC-10','30-DEC-10',150.00,'ZELINSKI','ARTHUR',1,0
96658,'IBS','30-DEC-10','01-JAN-11',187.50,'SCHLESSELMAN','NEVILLE',1,0
17265,'AOB','01-JAN-10','06-JAN-10',175.00,'HENLY','RUPERT',4,0
52597,'AOB','11-JAN-10','14-JAN-10',175.00,'CASMORE','MARINE',3,0
67200,'AOB','16-JAN-10','23-JAN-10',148.75,'CHET','CHARLEEN',1,2
28406,'AOB','23-JAN-10','29-JAN-10',175.00,'COOKUS','KASHA',2,1
10489,'AOB','02-FEB-10','05-FEB-10',218.75,'CARISTO','MARKITA',2,1
31993,'AOB','08-FEB-10','10-FEB-10',201.25,'ZIEBARTH','ADELAIDE',1,3
30937,'AOB','14-FEB-10','15-FEB-10',175.00,'FITZGERREL','DENNY',1,3
15870,'AOB','15-FEB-10','19-FEB-10',175.00,'CORIATY','BERTA',1,3
94545,'AOB','03-MAR-10','13-MAR-10',201.25,'SHERRANGE','AUGUST',2,0
57527,'AOB','26-MAR-10','28-MAR-10',201.25,'ABAJA','RHEA',2,0
93341,'AOB','02-APR-10','08-APR-10',175.00,'FROHMAN','SHAYNE',3,1
72945,'AOB','12-APR-10','13-APR-10',201.25,'KOHS','BOB',1,1
65417,'AOB','13-APR-10','15-APR-10',175.00,'ACHTER','GRETA',1,1
50207,'AOB','20-APR-10','21-APR-10',175.00,'ROSENDO','TAREN',1,0
12258,'AOB','23-APR-10','27-APR-10',175.00,'KANNEL','RODGER',1,0
58755,'AOB','30-APR-10','01-MAY-10',175.00,'MALNAR','GROVER',1,0
17955,'AOB','05-MAY-10','09-MAY-10',201.25,'PANARELLO','TODD',2,0
75853,'AOB','10-MAY-10','12-MAY-10',175.00,'MELOT','JENNA',4,0
58972,'AOB','17-MAY-10','19-MAY-10',157.50,'BERS','BRENDA',2,1
48113,'AOB','24-MAY-10','25-MAY-10',175.00,'BABU','SARAI',2,0
17344,'AOB','25-MAY-10','26-MAY-10',218.75,'GALOW','RICKEY',1,1
33806,'AOB','27-MAY-10','28-MAY-10',175.00,'OXFORD','KATRICE',1,2
28455,'AOB','29-MAY-10','31-MAY-10',175.00,'RISHA','NORBERTO',1,1
14940,'AOB','01-JUN-10','12-JUN-10',175.00,'BISHOFF','ISREAL',2,0
43225,'AOB','12-JUN-10','13-JUN-10',157.50,'CAPRON','CASSAUNDRA',1,1
54831,'AOB','15-JUN-10','21-JUN-10',201.25,'BAUGUESS','ERYN',1,3
59225,'AOB','26-JUN-10','30-JUN-10',201.25,'DURAN','BO',1,0
18465,'AOB','30-JUN-10','07-JUL-10',175.00,'KRIEGH','AMADO',2,0
38013,'AOB','08-JUL-10','15-JUL-10',175.00,'RURY','SENA',1,1
47004,'AOB','15-JUL-10','28-JUL-10',175.00,'STEBNER','MAXIE',1,1
56286,'AOB','29-JUL-10','31-JUL-10',201.25,'BRICKEL','ROCKY',3,1
29253,'AOB','31-JUL-10','03-AUG-10',175.00,'HILDRED','MARTY',3,1
76149,'AOB','07-AUG-10','09-AUG-10',201.25,'HONEYWELL','JULIANA',2,2
24300,'AOB','09-AUG-10','15-AUG-10',201.25,'CANDON','PIERRE',4,0
13058,'AOB','17-AUG-10','18-AUG-10',157.50,'ABATIELL','CATHRYN',1,2
95605,'AOB','18-AUG-10','20-AUG-10',218.75,'FIGLIOLI','NANCI',1,2
17270,'AOB','20-AUG-10','23-AUG-10',175.00,'RELLIHAN','COURTNEY',1,0
67427,'AOB','02-SEP-10','14-SEP-10',175.00,'STRACK','PORTER',1,3
33748,'AOB','14-SEP-10','16-SEP-10',175.00,'PIGNONE','JOEL',1,3
47146,'AOB','16-SEP-10','23-SEP-10',201.25,'GATTSHALL','REGAN',1,0
95204,'AOB','08-OCT-10','14-OCT-10',157.50,'CARRUTH','SANDY',1,2
41619,'AOB','15-OCT-10','22-OCT-10',175.00,'MASSEY','DORIAN',4,0
80390,'AOB','22-OCT-10','31-OCT-10',157.50,'PHILBERT','CHRISTIE',2,2
44836,'AOB','31-OCT-10','03-NOV-10',148.75,'DEFRANG','DWAIN',1,0
69035,'AOB','18-NOV-10','26-NOV-10',218.75,'KU','MERIDETH',1,3
29287,'AOB','01-DEC-10','08-DEC-10',218.75,'FRYDAY','HERBERT',2,0
18834,'AOB','08-DEC-10','10-DEC-10',148.75,'DUCHARME','MIGUELINA',2,0
58934,'AOB','15-DEC-10','22-DEC-10',201.25,'RICHARD','ROBBY',1,1
82502,'AOB','25-DEC-10','26-DEC-10',175.00,'KRULIK','JEFFRY',1,2
36890,'AOB','26-DEC-10','28-DEC-10',175.00,'PHILBERT','CHRISTIE',2,1
10984,'AOB','28-DEC-10','01-JAN-11',201.25,'ZULLO','WILLY',2,1
80192,'MWC','01-JAN-10','03-JAN-10',112.50,'MUHLESTEIN','REINALDO',3,1
58266,'MWC','08-JAN-10','14-JAN-10',125.00,'PICKARD','HORTENCIA',1,0
53876,'MWC','14-JAN-10','15-JAN-10',125.00,'KEBEDE','ARON',3,0
82409,'MWC','30-JAN-10','01-FEB-10',125.00,'QUARTO','VANDA',4,0
39640,'MWC','01-FEB-10','05-FEB-10',143.75,'HERZING','DELPHIA',2,1
31371,'MWC','05-FEB-10','06-FEB-10',125.00,'TARZIA','KAYLEE',2,0
31508,'MWC','10-FEB-10','14-FEB-10',112.50,'FULK','GENE',4,0
37985,'MWC','15-FEB-10','18-FEB-10',112.50,'PEDERSON','DOTTIE',1,1
54966,'MWC','23-FEB-10','24-FEB-10',125.00,'MAZUREK','LEIGHANN',1,0
64987,'MWC','28-FEB-10','05-MAR-10',125.00,'BRESSE','BURTON',1,0
40678,'MWC','22-MAR-10','29-MAR-10',112.50,'KENNETT','QUEEN',3,0
36356,'MWC','29-MAR-10','04-APR-10',125.00,'SPECTOR','FRITZ',2,1
35180,'MWC','07-APR-10','08-APR-10',125.00,'POWNELL','BRIDGET',1,0
96909,'MWC','09-APR-10','15-APR-10',125.00,'WILLIBRAND','HEATHER',3,0
79056,'MWC','19-APR-10','25-APR-10',125.00,'GANZER','HYMAN',2,0
90108,'MWC','30-APR-10','01-MAY-10',156.25,'FANZO','TERRY',1,0
30479,'MWC','01-MAY-10','10-MAY-10',143.75,'QUISPE','MARGARITO',1,1
60169,'MWC','10-MAY-10','16-MAY-10',125.00,'ROSATI','LORENA',1,3
91415,'MWC','16-MAY-10','18-MAY-10',112.50,'LEHRFELD','CHERLY',3,0
87943,'MWC','21-MAY-10','28-MAY-10',125.00,'LUTFY','LIZETTE',2,0
14273,'MWC','28-MAY-10','30-MAY-10',125.00,'STARE','ELIJAH',1,0
25134,'MWC','31-MAY-10','02-JUN-10',143.75,'HARDYMAN','CLAYTON',1,1
34244,'MWC','04-JUN-10','06-JUN-10',112.50,'SPIKE','ROSENDA',4,0
84244,'MWC','06-JUN-10','07-JUN-10',125.00,'TALAT','MEAGHAN',2,1
64456,'MWC','07-JUN-10','09-JUN-10',125.00,'MCCLENNINGHAM','BRADLY',1,2
86375,'MWC','12-JUN-10','22-JUN-10',156.25,'RANAUDO','SELINA',1,0
84120,'MWC','29-JUN-10','05-JUL-10',143.75,'LOTTO','MYRA',3,1
72817,'MWC','08-JUL-10','09-JUL-10',143.75,'FINEFROCK','ALEXIS',1,2
16136,'MWC','09-JUL-10','12-JUL-10',143.75,'FERENCE','MORGAN',1,0
44378,'MWC','12-JUL-10','13-JUL-10',125.00,'COTMAN','JOLYNN',1,3
54323,'MWC','13-JUL-10','14-JUL-10',106.25,'LUNNEY','YVETTE',3,0
18311,'MWC','27-JUL-10','31-JUL-10',125.00,'LUEDKE','BRYNN',1,1
65909,'MWC','31-JUL-10','01-AUG-10',112.50,'BENDICKSON','NEWTON',2,0
70287,'MWC','02-AUG-10','11-AUG-10',143.75,'MAEDA','DUSTY',1,0
92348,'MWC','11-AUG-10','17-AUG-10',125.00,'BARTHELL','RICARDA',1,0
53295,'MWC','17-AUG-10','22-AUG-10',106.25,'HANUS','THEOLA',2,1
97375,'MWC','26-AUG-10','27-AUG-10',112.50,'DONNELLEY','GARNET',3,0
79219,'MWC','27-AUG-10','30-AUG-10',125.00,'KLAASS','HYON',3,1
69840,'MWC','30-AUG-10','03-SEP-10',112.50,'KNERIEN','GRANT',2,1
95620,'MWC','07-SEP-10','10-SEP-10',112.50,'ZAHLER','GORDON',1,0
35136,'MWC','10-SEP-10','12-SEP-10',112.50,'MALCHOW','RAMIRO',1,0
67464,'MWC','27-SEP-10','30-SEP-10',112.50,'KVETON','FREDRICK',1,1
38677,'MWC','05-OCT-10','11-OCT-10',156.25,'HORELICK','BYRON',2,0
32116,'MWC','15-OCT-10','17-OCT-10',143.75,'RUSSO','MELODY',1,1
21848,'MWC','17-OCT-10','18-OCT-10',112.50,'CLOFFI','CHAROLETTE',1,0
73473,'MWC','18-OCT-10','27-OCT-10',125.00,'ROTCHFORD','DWIGHT',3,0
98441,'MWC','30-OCT-10','07-NOV-10',106.25,'RAMPLEY','HERMA',4,0
54781,'MWC','07-NOV-10','11-NOV-10',125.00,'KUTA','HERMAN',1,2
93587,'MWC','11-NOV-10','12-NOV-10',112.50,'ZELAYA','PRINCE',3,1
33271,'MWC','29-NOV-10','02-DEC-10',143.75,'YONKERS','RHETT',2,2
40043,'MWC','04-DEC-10','14-DEC-10',125.00,'LANSBERRY','JESUSITA',3,1
33155,'MWC','14-DEC-10','16-DEC-10',143.75,'FOLGER','ELOISA',1,0
88588,'MWC','16-DEC-10','17-DEC-10',125.00,'RELFORD','MARYBELLE',2,0
57015,'MWC','19-DEC-10','20-DEC-10',106.25,'BUSTER','TOM',1,0
87890,'MWC','20-DEC-10','22-DEC-10',143.75,'HELKE','ISAAC',1,0
66189,'MWC','30-DEC-10','04-JAN-11',143.75,'FROEHNER','LATRISHA',3,0
76801,'HBB','06-JAN-10','18-JAN-10',125.00,'CRACE','HERB',1,1
24408,'HBB','18-JAN-10','19-JAN-10',100.00,'RADIN','RUSTY',1,0
21980,'HBB','05-FEB-10','08-FEB-10',115.00,'SIDDELL','MACY',1,1
87260,'HBB','13-FEB-10','15-FEB-10',90.00,'REPKE','CHAE',1,1
78241,'HBB','20-FEB-10','28-FEB-10',85.00,'CHAMBLEE','ALTHA',2,0
64657,'HBB','01-MAR-10','06-MAR-10',115.00,'VIPPERMAN','PABLO',2,0
25558,'HBB','17-MAR-10','19-MAR-10',125.00,'SHOULDER','FLORENTINO',1,1
82874,'HBB','30-MAR-10','09-APR-10',125.00,'ATTEBURG','ELMIRA',1,1
89780,'HBB','09-APR-10','11-APR-10',100.00,'WAHR','CLINT',1,0
63523,'HBB','15-APR-10','16-APR-10',115.00,'RATTANA','WINFRED',1,0
30723,'HBB','16-APR-10','23-APR-10',125.00,'MASSER','TROY',2,0
88884,'HBB','27-APR-10','30-APR-10',85.00,'KIRAKOSYAN','KAREEM',1,1
18019,'HBB','03-MAY-10','05-MAY-10',115.00,'ARNDELL','JEFFEREY',1,1
77379,'HBB','06-MAY-10','08-MAY-10',115.00,'TORNQUIST','JESS',1,0
45157,'HBB','11-MAY-10','18-MAY-10',115.00,'WICKLIN','WYNELL',2,0
77574,'HBB','22-MAY-10','03-JUN-10',90.00,'CASMORE','MARINE',1,1
69945,'HBB','07-JUN-10','09-JUN-10',115.00,'FLEURILUS','KATTIE',1,0
73154,'HBB','14-JUN-10','19-JUN-10',115.00,'SAILORS','SANDA',1,0
97000,'HBB','20-JUN-10','26-JUN-10',125.00,'OCHS','ANGLA',1,0
34855,'HBB','01-JUL-10','04-JUL-10',100.00,'YURICK','SHARA',2,0
86394,'HBB','07-JUL-10','09-JUL-10',100.00,'WESTLING','DACIA',2,0
49467,'HBB','09-JUL-10','16-JUL-10',115.00,'SUSMILCH','RAYMUNDO',1,0
65206,'HBB','16-JUL-10','21-JUL-10',100.00,'HIRONS','RANDAL',1,1
12686,'HBB','22-JUL-10','25-JUL-10',85.00,'GROWNEY','MELVIN',2,0
92608,'HBB','30-JUL-10','01-AUG-10',125.00,'PENCEK','SILVIA',1,0
71443,'HBB','02-AUG-10','05-AUG-10',100.00,'KLIMAVICIUS','ULRIKE',1,0
52799,'HBB','05-AUG-10','07-AUG-10',85.00,'WANDREI','ISSAC',1,0
41880,'HBB','07-AUG-10','09-AUG-10',100.00,'PLAKE','KARMEN',1,0
25262,'HBB','09-AUG-10','11-AUG-10',115.00,'YAPLE','CLAUDIE',1,0
10500,'HBB','11-AUG-10','12-AUG-10',90.00,'YESSIOS','ANNIS',1,0
97585,'HBB','15-AUG-10','16-AUG-10',85.00,'PARISER','ELIJAH',1,0
84334,'HBB','19-AUG-10','25-AUG-10',125.00,'NEUBECKER','GARY',2,0
28589,'HBB','25-AUG-10','26-AUG-10',115.00,'RIMAR','KEELY',2,0
62874,'HBB','26-AUG-10','27-AUG-10',100.00,'SKIBA','MITCHELL',1,1
46665,'HBB','31-AUG-10','09-SEP-10',100.00,'MABRA','MARGET',1,0
40241,'HBB','13-SEP-10','15-SEP-10',85.00,'CORSARO','SHELLA',1,1
48604,'HBB','16-SEP-10','22-SEP-10',115.00,'GARCES','CRISTIE',1,1
48665,'HBB','26-SEP-10','28-SEP-10',90.00,'STOUDYMIRE','COLUMBUS',1,1
20572,'HBB','28-SEP-10','29-SEP-10',115.00,'SANDLER','JENISE',2,0
97269,'HBB','04-OCT-10','05-OCT-10',115.00,'MELVE','PHIL',1,1
25616,'HBB','05-OCT-10','06-OCT-10',100.00,'KOSANOVIC','EWA',1,0
87713,'HBB','08-OCT-10','10-OCT-10',90.00,'TANKER','JONE',1,0
44040,'HBB','15-OCT-10','16-OCT-10',90.00,'ZELAYA','PRINCE',1,0
21202,'HBB','21-OCT-10','23-OCT-10',125.00,'CASAGRANDA','BRAIN',2,0
10105,'HBB','23-OCT-10','25-OCT-10',100.00,'SELBIG','CONRAD',1,0
19194,'HBB','29-OCT-10','05-NOV-10',125.00,'WORKINGER','CLIFTON',1,0
35959,'HBB','07-NOV-10','09-NOV-10',100.00,'BRAND','TROY',1,0
74141,'HBB','14-NOV-10','16-NOV-10',100.00,'BRODOWSKI','RODERICK',1,0
56737,'HBB','17-NOV-10','18-NOV-10',100.00,'PETTINE','NUMBERS',2,0
80302,'HBB','22-NOV-10','24-NOV-10',115.00,'KLEIMAN','MAURICIO',1,0
55862,'HBB','28-NOV-10','05-DEC-10',85.00,'BIERWAGEN','MARK',1,1
63078,'HBB','05-DEC-10','06-DEC-10',90.00,'WHITTEN','MITZI',1,0
63043,'HBB','06-DEC-10','07-DEC-10',85.00,'CIERPKE','DOT',1,1
73785,'HBB','07-DEC-10','09-DEC-10',100.00,'ROGGE','MEREDITH',2,0
93165,'HBB','10-DEC-10','14-DEC-10',90.00,'LEDOUX','LENA',1,0
58668,'HBB','14-DEC-10','19-DEC-10',125.00,'COASTER','MERLE',1,1
17672,'HBB','21-DEC-10','22-DEC-10',90.00,'DECHELLIS','AARON',1,0
84695,'HBB','22-DEC-10','23-DEC-10',90.00,'BRAND','TROY',2,0
38636,'HBB','29-DEC-10','31-DEC-10',115.00,'FORESTA','JORDON',1,0
43157,'HBB','31-DEC-10','06-JAN-11',100.00,'STURN','NEVADA',2,0
96005,'IBD','01-JAN-10','07-JAN-10',150.00,'BUTALA','YEVETTE',3,0
67066,'IBD','07-JAN-10','11-JAN-10',135.00,'EDHOLM','ALFRED',3,1
14226,'IBD','11-JAN-10','12-JAN-10',150.00,'SCHOENHUT','VERNICE',2,1
62078,'IBD','12-JAN-10','25-JAN-10',172.50,'BRODOWSKI','RODERICK',1,0
43303,'IBD','27-JAN-10','28-JAN-10',150.00,'MENINO','STEVEN',1,1
14678,'IBD','28-JAN-10','30-JAN-10',150.00,'SATERFIELD','FRANCISCO',3,1
30363,'IBD','30-JAN-10','09-FEB-10',172.50,'JAHALY','DELORSE',3,0
80613,'IBD','09-FEB-10','12-FEB-10',135.00,'CREDIT','JANESSA',1,3
98216,'IBD','18-FEB-10','25-FEB-10',150.00,'RAMSDEN','BILLIE',1,0
43654,'IBD','27-FEB-10','28-FEB-10',172.50,'BORROMEO','EBONY',2,1
56509,'IBD','08-MAR-10','10-MAR-10',150.00,'VONDRA','HUMBERTO',3,0
95519,'IBD','21-MAR-10','23-MAR-10',172.50,'ZINDEL','CHUNG',2,2
57275,'IBD','28-MAR-10','02-APR-10',150.00,'MABRA','MARGET',3,0
66089,'IBD','06-APR-10','07-APR-10',135.00,'WINNEN','TYLER',2,1
70741,'IBD','09-APR-10','14-APR-10',150.00,'EERKES','CODY',3,0
20107,'IBD','14-APR-10','16-APR-10',135.00,'ARBUCKLE','LORENA',2,1
13136,'IBD','16-APR-10','17-APR-10',187.50,'FEYLER','EMILIA',1,0
33427,'IBD','17-APR-10','21-APR-10',135.00,'BEALLE','RASHAD',1,0
80989,'IBD','24-APR-10','06-MAY-10',150.00,'TIPPIN','ASUNCION',1,0
97996,'IBD','06-MAY-10','07-MAY-10',135.00,'LUCIDO','AHMAD',1,1
55870,'IBD','08-MAY-10','13-MAY-10',135.00,'BELONGIE','BIBI',1,3
